"raw_name","n_states","n_years","first_year","last_year","n_appearances"
"Government of Colombia",1,16,2005,2020,16
"Government of France",10,3,2010,2012,16
"Government of Guinea-Bissau",1,16,2005,2020,16
"Government of Haiti",1,16,2005,2020,16
"Government of Israel",7,6,2015,2020,16
"Government of Lebanon",1,16,2005,2020,16
"Government of Libya",1,16,2005,2020,16
"Government of Mali",1,16,2005,2020,16
"Government of Myanmar",1,16,2005,2020,16
"Government of Nepal",1,16,2005,2020,16
"Government of Somalia",1,16,2005,2020,16
"Government of Sudan",1,16,2005,2020,16
"Government of Syria",1,16,2005,2020,16
"Government of Thailand",6,6,2015,2020,16
"Government of the Central African Republic",1,16,2005,2020,16
"Government of Timor-Leste",1,16,2005,2020,16
"Government of Yemen",1,16,2005,2020,16
"International Media Support",5,11,2007,2020,16
"International Monetary Fund - Subsidization of Emergency Post Conflict Assistance/Emergency Assistan",1,16,2005,2020,16
"International Union for Conservation of Nature",5,11,2007,2020,16
"Irish Aid",2,13,2008,2020,16
"Islamic Relief Sweden",4,4,2014,2017,16
"Louvain Coopération",1,16,2005,2020,16
"Management Concepts",7,4,2017,2020,16
"Manos Visibles",1,16,2005,2020,16
"Médecins Sans Vacances",1,16,2005,2020,16
"Medical Emergency Relief International",5,8,2010,2017,16
"Memisa-België",2,15,2006,2020,16
"Mennonite Economic Development Associates",3,9,2012,2020,16
"Ministère de l'Agriculture de l'Elevage et de la Pêche",1,16,2005,2020,16
"Ministère de la Santé et du Développement Social",1,16,2005,2020,16
"Ministére de la Sante Publique et de la Lutte contre le Sida - Burundi",1,16,2005,2020,16
"Ministère du Développement Rural",1,16,2005,2020,16
"Ministério da Saúde Pública",1,16,2005,2020,16
"Ministry of Agriculture and Irrigation",1,16,2005,2020,16
"Ministry of Physical Infrastructure and Transport",1,16,2005,2020,16
"Ministry of Transport and Public Works",1,16,2005,2020,16
"Mohamed bin Zayed Species Conservation Fund - United Arab Emirates",9,5,2015,2020,16
"Nepal Electricity Authority",1,16,2005,2020,16
"Netherlands Institute of International Relations - Clingendael",4,12,2006,2017,16
"Pan-American Health Organization-World Health Organization",3,9,2008,2020,16
"Parliamentary Centre",4,4,2007,2010,16
"Royal Tropical Institute",4,10,2006,2018,16
"Samaritan's Purse",3,9,2012,2020,16
"Secretariado Nacional de Luta Contra SIDA",1,16,2005,2020,16
"SNV Netherlands Development Organisation",4,13,2005,2020,16
"Society for International Development",1,16,2005,2020,16
"SPARK",4,8,2013,2020,16
"Tørrlands-koordineringsgruppen",2,12,2005,2018,16
"TradeMark Africa",2,8,2013,2020,16
"Tufts University",6,9,2008,2020,16
"United Nations Development Programme Sudan",1,16,2005,2020,16
"Universitat Politècnica de Catalunya",1,16,2005,2020,16
"World Vision Australia",5,4,2006,2009,16
"World Vision Colombia",1,16,2005,2020,16
"ZemiTek",4,5,2016,2020,16
"Adventist Development and Relief Agency Canada",4,8,2012,2020,15
"Aide Internationale à L'enfance",1,15,2005,2020,15
"Alinea International",3,9,2012,2020,15
"American Red Cross",4,7,2011,2020,15
"Amref Health Africa",10,6,2007,2012,15
"Arabikansojen Ystävyysseura",1,15,2006,2020,15
"Asamblea de Cooperación por la Paz",3,9,2012,2020,15
"Austcare",4,4,2006,2009,15
"Centre Ivoirien de Recherches économiques et Sociales",2,11,2010,2020,15
"CHF Partners in Rural Development",2,11,2005,2015,15
"Comité National de Lutte contre le Sida",1,15,2005,2020,15
"Community of Aragon - Spain",6,5,2016,2020,15
"Community of Cantabria - Spain",4,5,2016,2020,15
"Confederación Colombiana de Organizaciones No Gubernamentales",1,15,2005,2019,15
"Department of the Treasury - United States",4,6,2015,2020,15
"Doha Institute for Graduate Studies",5,7,2014,2020,15
"Embassy of Italy in Beirut",1,15,2006,2020,15
"Federal Ministry for European and International Affairs - Austria",8,9,2005,2016,15
"Federal Ministry of Education, Science and Research - Austria",6,12,2006,2020,15
"Helen Keller International",4,8,2010,2017,15
"High Commission of Canada to Cameroon",2,9,2008,2016,15
"Intergovernmental Authority on Development",3,9,2005,2020,15
"International Criminal Police Organization - INTERPOL",4,7,2014,2020,15
"Join for Water",3,7,2014,2020,15
"Kvinna till Kvinna Foundation",4,6,2015,2020,15
"Landsorganisasjonen i Norge",2,11,2010,2020,15
"Ministère des Finances, du Budget et de la Planification Economique - Burundi",1,15,2005,2020,15
"Ministerio de Ambiente y Desarrollo Sostenible",1,15,2005,2019,15
"Ministry of Agriculture - France",4,10,2011,2020,15
"Ministry of Planning and International Cooperation",1,15,2005,2019,15
"Movement for International Solidarity",1,15,2005,2020,15
"National Tuberculosis Control Program",1,15,2005,2020,15
"Norwegian Water Resources and Energy Directorate",3,12,2008,2020,15
"Organisation pour la Mise en Valeur de Flueve Senegal",1,15,2006,2020,15
"Oxfam Ireland",7,10,2008,2020,15
"Pan American Development Foundation",2,10,2011,2020,15
"Public Electricity Corporation",1,15,2006,2020,15
"Qatar Fund for Development",8,4,2017,2020,15
"Service des finances de l'Université Laval",2,9,2012,2020,15
"Social Fund for Development",1,15,2006,2020,15
"The Consulting House Limited",3,5,2012,2016,15
"United Nations Development Programme South Sudan",1,15,2006,2020,15
"United States Energy Association",2,14,2007,2020,15
"Universidad Autónoma de Madrid",1,15,2005,2019,15
"Università degli Studi di Firenze",4,6,2014,2019,15
"Université de Montréal",3,6,2015,2020,15
"Uppsala universitet",4,6,2014,2019,15
"Utviklingsfondet",2,14,2007,2020,15
"Aga Khan Development Network",2,12,2009,2020,14
"Agenzia n. 1 di Pavia per Ayamé",1,14,2007,2020,14
"American Institutes for Research",3,8,2012,2020,14
"American University",2,10,2011,2020,14
"AmidEast",3,9,2010,2019,14
"Association of South East Asian Nations",1,14,2007,2020,14
"Association Professionnelle des Systemes Financiers Décentralisés du Mali",1,14,2007,2020,14
"AVSI Alto Adige",4,8,2012,2020,14
"Camris International, Inc.",2,9,2010,2019,14
"Canada School of Public Service",1,14,2005,2018,14
"Canada World Youth",2,13,2008,2020,14
"Canadian Cooperative Association",2,14,2006,2020,14
"CDM Corporation",2,13,2008,2020,14
"Christian Aid",5,5,2007,2019,14
"Committee for International Cooperation and Development",1,14,2007,2020,14
"Conseil National de Lutte contre le Sida",1,14,2006,2019,14
"Conseil ouest et centre africain pour la recherche et le développement agricoles",1,14,2007,2020,14
"Equitas - International Centre for Human Rights Education",2,7,2013,2019,14
"FCG Swedish Development AB",3,7,2014,2020,14
"Fondazione Don Carlo Gnocchi ONLUS",2,11,2005,2015,14
"Fulbright Colombia",1,14,2007,2020,14
"Government of Finland",4,10,2009,2018,14
"Health Information Systems Program - South Africa",3,6,2015,2020,14
"Heartland Alliance International",2,11,2010,2020,14
"HET NEDERLANDSE RODE KRUIS",3,11,2005,2016,14
"International Solidarity Foundation",1,14,2007,2020,14
"Justice Africa",2,13,2007,2020,14
"Lundin Foundation",2,7,2012,2018,14
"Ministère de l'Economie et des Finances",1,14,2005,2018,14
"Ministère de l'environnement, de l'agriculture et de l'élevage - Burundi",1,14,2005,2020,14
"Ministère de l’Entreprenariat National, de l’Emploi et de la Formation Professionnelle",1,14,2007,2020,14
"Ministry of Development, Competitiveness and Shipping - Greece",4,11,2005,2020,14
"Ministry of Education and Scientific Research - Romania",8,3,2018,2020,14
"Ministry of Finance Sierra Leone",1,14,2006,2019,14
"Nigeria Trust Fund",3,12,2009,2020,14
"Organisation Internationale de la Francophonie",6,7,2011,2020,14
"Oxfam Great Britain",3,9,2005,2013,14
"Oxfam Netherlands",4,9,2012,2020,14
"Press Now",3,9,2008,2018,14
"Primate’s World Relief and Development Fund",1,14,2007,2020,14
"Programme National Lepre et Tuberculose",1,14,2005,2018,14
"Project Coordination Unit",2,13,2008,2020,14
"Qatar Foundation",8,3,2018,2020,14
"Salvation Army",1,14,2005,2018,14
"The Life and Peace Institute",2,13,2008,2020,14
"Tostan",2,7,2014,2020,14
"Union des producteurs agricoles",2,7,2014,2020,14
"Université du Québec à Trois-Rivières",2,13,2008,2020,14
"Action Damien",1,13,2005,2020,13
"African Care Women",1,13,2008,2020,13
"African Educational Trust",2,8,2005,2012,13
"Africarewo ry",1,13,2008,2020,13
"Alianza por la Solidaridad",5,6,2012,2020,13
"AT&T",1,13,2006,2018,13
"Banco de Comercio Exterior de Colombia SA",1,13,2008,2020,13
"Berghof Foundation",4,4,2017,2020,13
"Canada Border Services Agency",1,13,2008,2020,13
"CIVICUS",5,5,2012,2017,13
"Collège de Maisonneuve",1,13,2008,2020,13
"Community of Castilla La-Mancha - Spain",7,4,2017,2020,13
"Correctional Service Canada",1,13,2008,2020,13
"CRC Sogema",1,13,2008,2020,13
"Crossroads International",1,13,2008,2020,13
"Cuso International",2,7,2014,2020,13
"Danish Institute for Human Rights",2,10,2009,2018,13
"Department for Business, Innovation and Skills - United Kingdom",6,6,2015,2020,13
"Doctors of the World",3,11,2006,2020,13
"Embassy of Canada to Lebanon",1,13,2005,2018,13
"Enfants du Monde",3,10,2005,2020,13
"Farm Radio International",1,13,2008,2020,13
"Federal Ministry of Education and Research - Germany",3,9,2012,2020,13
"Fonds Interprofessionnel pour la Recherche et le Conseil Agricole",2,7,2010,2016,13
"Forum of Federations",5,10,2011,2020,13
"Göteborgs universitet",4,5,2016,2020,13
"Government of Sweden",2,7,2013,2019,13
"Inter-American Investment Corporation",2,11,2010,2020,13
"International Crisis Group",4,8,2007,2019,13
"IntraHealth International",2,12,2009,2020,13
"Journalists for Human Rights",4,11,2009,2020,13
"KDI School of Public Policy and Management",1,13,2006,2018,13
"Korea Development Institute",3,8,2012,2020,13
"L’Entraide Protestante Suisse",4,4,2017,2020,13
"Lebanese American University",1,13,2008,2020,13
"Mendez England & Associates, Inc.",3,6,2015,2020,13
"Ministère de l'Education, de l'Alphabétisation et des Langues Nationales",1,13,2008,2020,13
"Ministère des Transports et des Infrastructures",1,13,2007,2020,13
"Ministère du Travail de la Fonction Publique et du Dialogue Social",1,13,2008,2020,13
"Ministério da Saúde",1,13,2005,2017,13
"Ministerio de Hacienda y Crédito Público",1,13,2008,2020,13
"Ministry of Federal Affairs and General Administration",1,13,2008,2020,13
"Ministry of Foreign Affairs - Romania",5,7,2014,2020,13
"Ministry of Health and Population",1,13,2005,2017,13
"Ministry of Justice and Public Security - Norway",4,8,2012,2020,13
"Morpho",1,13,2005,2017,13
"MyRight",1,13,2006,2018,13
"National HIV/AIDS Secretariat",1,13,2005,2017,13
"National Malaria Control Program",1,13,2008,2020,13
"Natural Resource Governance Institute",3,7,2014,2020,13
"Niger Basin Authority",1,13,2007,2020,13
"Office du Niger",1,13,2008,2020,13
"Office of Immigration and Nationality - Hungary",13,1,2017,2017,13
"People in Need",3,8,2013,2020,13
"Programme Against Malnutrition",8,7,2005,2013,13
"Psykologien Sosiaalinen Vastuu ry",1,13,2008,2020,13
"REGIDESO",1,13,2008,2020,13
"Roskilde Universitetscenter",1,13,2008,2020,13
"Salasan Consulting Inc.",2,10,2005,2014,13
"Stichting Vluchteling",4,11,2005,2016,13
"Svenska Handikappades organisa",1,13,2006,2018,13
"Terre des Hommes Genève",4,5,2016,2020,13
"United Nations High Commissioner for Refugees - Spain Committee",8,6,2014,2020,13
"Universite de Sherbrooke",1,13,2008,2020,13
"Université de Sherbrooke",1,13,2008,2020,13
"West and Central African Council for Agricultural Research and Development",2,7,2010,2016,13
"World Vision Somalia",1,13,2008,2020,13
"XL Associates, Inc.",4,5,2016,2020,13
"Académie de Recherche et d'Enseignement supérieur",3,6,2015,2020,12
"Africa Enterprise Challenge Fund",3,4,2017,2020,12
"African Security Sector Network",3,4,2014,2017,12
"Agence d’exécution des travaux d'infrastructures et d'équipements ruraux",1,12,2009,2020,12
"Agence Malienne pour le Développement de l'Energie Domestique et de l'Electrification Rurale",1,12,2009,2020,12
"Al Majmoua",1,12,2009,2020,12
"Alliance of Bioversity and CIAT",2,12,2005,2020,12
"Alternatives",3,8,2006,2020,12
"American Association for the Advancement of Science",1,12,2006,2017,12
"American Council on Education",2,11,2005,2015,12
"Association DEME-SO",1,12,2009,2020,12
"AtkinsRéalis",1,12,2005,2016,12
"Austrian Armed Forces",4,8,2005,2015,12
"Banyan Global",3,7,2014,2020,12
"BBC Media Action",3,7,2014,2020,12
"Canadian Ecumenical Justice Initiatives",3,4,2006,2009,12
"CARE Denmark",2,12,2005,2020,12
"CDW Corporation",5,4,2017,2020,12
"Cegep de Saint-Jerome",1,12,2008,2019,12
"Centre Hospitalier de l'Université de Montréal-Unité de Santé International",1,12,2009,2020,12
"Centre International de Développement en Éducation",1,12,2007,2018,12
"Comité de Solidarité Trois-Rivières",2,9,2009,2017,12
"Consortium CHUM-USI, CARE Canada, CECI",1,12,2009,2020,12
"Crisis Action",3,4,2017,2020,12
"Dansk Institut for Internationale Studier",2,8,2007,2014,12
"Directorate of Cultural Affairs - Greece",6,4,2014,2017,12
"Education Development Trust",1,12,2008,2019,12
"EMERGENCY",2,12,2005,2018,12
"Escuela EACI",1,12,2007,2018,12
"European Institute of Peace",3,6,2015,2020,12
"Fédération des Agriculreurs et Agricultrices Francophones du Nouveau-Brunswick",1,12,2005,2016,12
"Financiera de Desarrollo Territorial SA",1,12,2008,2019,12
"Fundación CIDEAL de Cooperación e Investigación de España",3,5,2016,2020,12
"GEOMAR Helmholtz-Zentrum für Ozeanforschung Kiel",1,12,2005,2016,12
"Government of Belgium",2,7,2005,2011,12
"Government of Walloon - Belgium",3,8,2005,2020,12
"GRM International",1,12,2005,2016,12
"Groupe de Suivi Budgétaire",1,12,2009,2020,12
"Groupe Pivot Santé Population",1,12,2007,2020,12
"Institute of Tropical Medicine Antwerp",2,12,2005,2016,12
"Instituut voor Internationale Arbeidersvorming",3,12,2005,2020,12
"International Civil Society Action Network",3,4,2017,2020,12
"International Institute of Tropical Agriculture",2,12,2005,2020,12
"International Partnership for Human Development",2,8,2010,2017,12
"Jesuit Refugee Service",4,9,2010,2020,12
"KPMG International",3,8,2013,2020,12
"Ministère de l'Administration Territoriale et des Collectivités Locales",1,12,2005,2016,12
"Ministère de l'Industrie et du Commerce",1,12,2009,2020,12
"Ministère des Mines, de l'Energie et de l'Eau",1,12,2009,2020,12
"Ministère des Transports, des Travaux Publics et de l’Equipement - Burundi",1,12,2005,2019,12
"Ministry of Health - Greece",5,8,2007,2016,12
"Ministry of Health and Sanitation",1,12,2005,2016,12
"Ministry of Human Capacities - Hungary",5,6,2015,2020,12
"Ministry of Public Health and Population",1,12,2009,2020,12
"Ministry of State Reform - France",1,12,2009,2020,12
"National Emergency Management Agency - Denmark",6,6,2005,2020,12
"National Institute for International Education - South Korea",5,4,2017,2020,12
"National Water Resources Authority",1,12,2007,2020,12
"Nossal Institute for Global Health",2,7,2005,2011,12
"Nuffic",3,10,2009,2018,12
"Pan American Health Organization",2,6,2015,2020,12
"Patrimonio Natural",1,12,2009,2020,12
"PET AL",1,12,2007,2018,12
"Pingst - Fria Församlingar i samverkan",3,4,2015,2018,12
"Pragma Corporation",3,4,2017,2020,12
"Right to Care",2,6,2015,2020,12
"Sante Monde",1,12,2008,2019,12
"Société Malienne de Patrimoine de l'Eau Potable",1,12,2009,2020,12
"SOS Lapsikylä",1,12,2005,2016,12
"The Permanent Executive Secretariat of the National Council for the Fight Against AIDS",1,12,2006,2017,12
"Transparency International",5,10,2007,2020,12
"United Nations International Strategy for Disaster Reduction",2,6,2015,2020,12
"World Association of Girl Guides and Girl Scouts",1,12,2008,2019,12
"World Concern International",5,9,2010,2020,12
"Arab Reform Initiative",3,5,2016,2020,11
"ARCS Culture Solidali",2,8,2013,2020,11
"Association des Municipalités du Mali",1,11,2009,2019,11
"Association Soro Yiriwaso",1,11,2010,2020,11
"Associazione di Cooperazione Rurale in Africa e America Latina",1,11,2005,2015,11
"Australian Centre for International Agricultural Research",2,8,2005,2012,11
"Austrian Development Bank",4,6,2014,2019,11
"Bucknell University",2,8,2013,2020,11
"CANADEM",5,9,2006,2015,11
"CARE Australia",3,6,2006,2011,11
"CESAL",2,7,2014,2020,11
"CILSS Permanent Interstate Committee for Drought Control in the Sahel",1,11,2010,2020,11
"Community of Castilla y León - Spain",4,5,2016,2020,11
"École nationale d'administration publique",1,11,2007,2017,11
